0	0	330.108316833	477.789098071
1	1	0.0	0.0
2	0	331.081398833	532.047144902
3	3	0.0	595.318514264
4	1	0.0	0.0
5	1	0.0	0.0
6	1	0.0	0.0
7	1	0.0	0.0
8	0	340.746658713	507.85869153
9	0	323.686412587	501.54761229
10	1	0.0	0.0
11	1	0.0	0.0
12	0	341.485848242	541.952206454
13	0	324.320286167	535.512546929
14	0	330.88634181	525.218170335
15	1	0.0	0.0
16	0	331.173581499	538.785031207
17	3	0.0	557.049738776
18	0	333.642263149	478.12356212
19	0	340.55652822	494.360330803
20	0	331.534915516	559.203569297
21	0	323.82025353	508.327291727
22	1	0.0	0.0
23	0	347.465414922	494.468309689
24	1	0.0	0.0
25	0	334.765937712	545.855431343
26	0	341.666528233	549.057365781
27	0	340.561213667	488.045804369
28	0	333.760851637	484.95361292
29	0	341.293019765	528.715123263
30	2	324.127145782	0.0
31	0	341.008091909	521.419904191
32	1	0.0	0.0
33	0	341.441902072	535.576765931
34	0	334.949770909	552.844648138
35	0	334.612130943	532.483910853
36	0	314.613768124	549.928452233
37	1	0.0	0.0
38	0	320.967793658	529.369494369
39	1	0.0	0.0
40	1	0.0	0.0
41	1	0.0	0.0
42	0	341.765570053	555.81513019
43	0	334.458426555	525.629903585
44	0	328.100628208	552.748210779
45	0	313.92667582	515.988301201
46	0	333.815442996	491.772647153
47	0	327.318000782	511.783445742
48	1	0.0	0.0
49	0	313.826550273	509.212421298
50	0	327.101867687	505.057931682
51	1	0.0	0.0
52	0	320.076202979	488.053053416
53	1	0.0	0.0
54	0	326.931490371	491.410616211
55	1	0.0	0.0
56	1	0.0	0.0
57	0	320.436815255	508.482899339
58	0	343.87319104	519.073433461
59	1	0.0	0.0
60	0	345.077364045	520.964096776
61	1	0.0	0.0
62	0	344.886117098	535.566835094
63	0	321.129374282	542.833452876
64	0	320.658231607	521.973078983
65	0	344.882279955	548.538515466
66	0	344.516101302	515.114499651
67	0	337.616141243	518.507994375
68	0	321.277200129	555.9409006
69	0	327.499837819	525.307235823
70	0	337.419081363	498.489594427
71	0	344.690049254	528.625786854
72	1	0.0	0.0
73	1	0.0	0.0
74	1	0.0	0.0
75	0	337.789277728	525.182217316
76	0	337.473799364	511.450725075
77	0	311.053165527	549.834328847
78	1	0.0	0.0
79	0	344.107486639	494.719652351
80	0	330.700437135	501.847210807
81	0	338.411284855	559.051650463
82	1	0.0	0.0
83	0	323.438576903	478.388679609
84	0	338.09195595	539.073056364
85	0	337.097071702	491.088774847
86	0	320.264546058	498.329688859
87	0	330.56287653	495.16658003
88	0	331.482866013	555.654158335
89	0	333.640978667	481.562672419
90	0	330.261351978	487.931899714
91	0	324.270965016	532.193223699
92	0	323.458859241	484.792810327
93	1	0.0	0.0
94	0	324.050031029	512.395183492
95	0	320.472716081	505.653185343
96	1	0.0	0.0
97	0	340.232337555	477.447941654
98	0	317.671451061	539.263046386
99	0	317.241167501	512.582679017
100	0	324.205424999	519.109594075
101	0	319.63191439	555.71970223
102	0	341.683103372	545.784035806
103	0	341.494290564	545.312740919
104	0	310.247999589	508.714023915
105	1	0.0	0.0
106	0	310.018566909	495.19806315
107	0	341.705511212	552.539923511
108	0	341.24463552	538.587666663
